chromosome	start	end	name	enhancer_activity	predicted_tissue_activity
6	51910321	51910556	ANC1176;HACNS_716	No	N/A
6	52892255	52892276	2xHAR.264	No	N/A
6	55285687	55286119	HACNS_547	No	N/A
6	55433712	55434034	ANC1177	Yes	other
6	57398129	57398247	2xHAR.202	No	N/A
6	57563069	57564049	ANC1178	No	N/A
6	57914585	57914901	ANC1179	No	N/A
6	62087964	62088300	ANC1180	No	N/A
6	63964935	63965095	ANC316	No	N/A
6	64877018	64877053	2xHAR.528	No	N/A
6	66671820	66671952	ANC1182	No	N/A
6	67181443	67181550	2xHAR.277	No	N/A
6	68543500	68543715	ANC317	No	N/A
6	68974739	68975014	ANC318	No	N/A
6	70006349	70006571	ANC1184	No	N/A
6	71779653	71779768	ANC1185	No	N/A
6	72504551	72504756	HACNS_699	No	N/A
6	77921898	77921919	2xHAR.218	No	N/A
6	82608179	82608199	2xHAR.538	No	N/A
6	85071845	85072423	ANC319	Yes	other
6	86818026	86818274	ANC320	No	N/A
6	87141978	87142447	ANC321	No	N/A
6	90861619	90861982	ANC1187	Yes	other
6	91354220	91354467	HACNS_120	No	N/A
6	91497432	91497709	2xHAR.540	Yes	other
6	91797768	91797836	2xHAR.561	Yes	brain
6	91845204	91845437	2xHAR.198	No	N/A
6	92171106	92171514	ANC1188;HAR58	No	N/A
6	94075056	94075424	ANC1189	No	N/A
6	94554401	94554584	HACNS_350	No	N/A
6	94798753	94798792	2xHAR.188	No	N/A
6	94960749	94961056	ANC1190	No	N/A
6	95306402	95306616	ANC120	No	N/A
6	97670342	97671132	ANC121	No	N/A
6	97817164	97817338	HACNS_504	No	N/A
6	97836096	97836604	HACNS_362;2xHAR.541	No	N/A
6	98298514	98299052	ANC322;HACNS_205;HAR111	Yes	brain;limb
6	98946192	98946671	HACNS_145;HAR73	Yes	brain;neural_tube
6	99007432	99007533	ANC1192	Yes	other
6	99164207	99164627	ANC324	Yes	brain;neural_tube
6	99424935	99425930	ANC325	Yes	brain
6	99425933	99426806	ANC1193	Yes	other
6	99633920	99634111	HACNS_244	Yes	other
6	100050326	100050974	ANC1141	Yes	brain;neural_tube
6	100591857	100592033	ANC1142	No	N/A
6	100904211	100905025	HACNS_762	Yes	brain;neural_tube
6	101744148	101744422	HACNS_584	Yes	limb
6	101966251	101966269	2xHAR.350	No	N/A
6	102379201	102379323	ANC1143	No	N/A
6	102696985	102697367	ANC308;HAR187	No	N/A
6	103846629	103846975	ANC1144	No	N/A
6	103915953	103916106	HAR182	No	N/A
6	103991456	103991959	HACNS_196	No	N/A
6	106052103	106052293	HACNS_22	Yes	limb
6	106218171	106218479	HACNS_381	No	N/A
6	106559095	106559230	ANC1145	Yes	limb
6	107567923	107568051	ANC1146	No	N/A
6	107964319	107964609	ANC309;HACNS_140	No	N/A
6	107989983	107990256	HACNS_199	Yes	other
6	110686165	110686186	2xHAR.405	Yes	other
6	112530998	112531212	ANC1147	No	N/A
6	114696775	114696921	ANC1148	No	N/A
6	114936579	114936699	HACNS_832	Yes	other
6	115173680	115173888	ANC1149	No	N/A
6	115479955	115480300	HACNS_625	No	N/A
6	116470218	116470433	ANC1150	No	N/A
6	117965821	117966135	HACNS_186	No	N/A
6	119775848	119775982	ANC1151	No	N/A
6	120042188	120042455	HACNS_623	No	N/A
6	120706867	120707119	ANC310;HACNS_284	No	N/A
6	122207200	122207444	HACNS_175	Yes	limb
6	124377834	124378344	ANC1152	Yes	other
6	126495513	126495624	HACNS_382	No	N/A
6	128508942	128509342	ANC311;HACNS_601	No	N/A
6	128726626	128726786	ANC1153	No	N/A
6	133461241	133461556	ANC1154	No	N/A
6	133758017	133758039	2xHAR.378	No	N/A
6	137864799	137865022	ANC1155	No	N/A
6	139969851	139970022	HACNS_427;ANC1156	Yes	heart
6	140398957	140399312	HACNS_182	Yes	limb
6	140640228	140640500	HACNS_895	Yes	limb
6	140718294	140718658	ANC1157	No	N/A
6	141379891	141379919	2xHAR.294	No	N/A
6	142311648	142311662	2xHAR.78	Yes	other
6	143279451	143279742	ANC312	No	N/A
6	144281931	144281960	2xHAR.379	No	N/A
6	145978928	145978944	2xHAR.182	No	N/A
6	148269986	148270238	ANC1158	No	N/A
6	148455819	148456050	ANC1159	No	N/A
6	148524629	148524835	ANC1160	Yes	other
6	148556738	148556854	ANC1161	No	N/A
6	149187839	149187923	2xHAR.66	No	N/A
6	149557763	149558153	HACNS_286	Yes	brain;neural_tube
6	153330426	153331369	ANC313	No	N/A
6	154897442	154898217	ANC406	No	N/A
6	155762720	155762884	HACNS_928	Yes	other
6	156350487	156350732	HACNS_990	Yes	limb
6	156502773	156502913	ANC1162	No	N/A
6	162247649	162247806	ANC1164	No	N/A
6	163149060	163149162	ANC407	No	N/A
6	163418278	163418415	ANC1165	No	N/A
6	164420512	164420887	HACNS_952	No	N/A
6	164929283	164929562	ANC116	No	N/A
6	165467381	165467571	HACNS_934	No	N/A
7	1277112	1277145	2xHAR.149	Yes	brain;neural_tube
7	2205923	2206163	ANC7;HAR3;2xHAR.26	Yes	heart;neural_tube
7	3682155	3682309	BUSH08_52	No	N/A
7	4823836	4823953	2xHAR.442	No	N/A
7	7811996	7812540	ANC1237;HAR149	No	N/A
7	8127934	8128719	ANC123	No	N/A
7	8230081	8230271	ANC340	Yes	other
7	8591801	8592124	HACNS_973	Yes	other
7	8946429	8946574	HAR49	Yes	other
7	9473688	9473895	HACNS_90	No	N/A
7	10760313	10760592	ANC139;BUSH08_53	No	N/A
7	10764274	10764293	2xHAR.272	No	N/A
7	11704435	11704750	ANC327	No	N/A
7	11765813	11766293	HACNS_147;ANC328	Yes	limb
7	13601991	13602365	ANC1204	No	N/A
7	13874488	13874506	2xHAR.165	Yes	brain;limb
7	14491680	14491782	HAR127	No	N/A
7	15255515	15255576	2xHAR.173	Yes	limb
7	15255633	15255889	HACNS_370	Yes	limb
7	15260772	15260912	ANC335	Yes	other
7	15276767	15276872	ANC1210	No	N/A
7	15297406	15297677	HACNS_10;ANC14;BUSH08_54;2xHAR.266	No	N/A
7	15391919	15392272	HACNS_355;2xHAR.76	Yes	limb
7	15762043	15762214	ANC1212;2xHAR.237	No	N/A
7	16044297	16045148	ANC1213	Yes	other
7	19034943	19035051	2xHAR.231	Yes	limb
7	19617068	19617327	HACNS_912;2xHAR.105;ANC336	No	N/A
7	19618306	19618526	2xHAR.372	No	N/A
7	20493018	20493050	2xHAR.107	No	N/A
7	21866559	21867022	HACNS_812	No	N/A
7	22047390	22047544	ANC1214	Yes	brain
7	22055791	22055918	ANC1215	Yes	other
7	22506660	22506718	2xHAR.501	No	N/A
7	24531446	24531606	ANC1216	No	N/A
7	25280063	25280199	HACNS_534	No	N/A
7	25357665	25358042	2xHAR.385	No	N/A
7	25560083	25560103	2xHAR.291	Yes	neural_tube
7	25900572	25900742	HACNS_50	Yes	brain;neural_tube
7	26460128	26460219	HAR160	Yes	brain
7	26764621	26764789	HACNS_347	Yes	other
7	26829179	26829852	BUSH08_55	No	N/A
7	26853410	26853509	HAR91	No	N/A
7	26881069	26881332	HAR24	No	N/A
7	27151372	27151587	2xHAR.181	Yes	limb
7	27674577	27674610	2xHAR.422	No	N/A
7	27980324	27980767	ANC1217	Yes	other
7	28391086	28391134	2xHAR.507	Yes	other
7	28489765	28489915	ANC337	No	N/A
7	33633605	33633916	HACNS_125	Yes	limb
7	33740014	33740289	ANC1218	Yes	other
7	34891157	34891328	HACNS_767	No	N/A
7	35909428	35909777	ANC1219	No	N/A
7	36862753	36862971	ANC1220	No	N/A
7	37026137	37026264	HAR125	Yes	brain;neural_tube
7	38912518	38912879	ANC1221	No	N/A
7	39018150	39018662	HACNS_226	Yes	brain;neural_tube
7	39072883	39073485	ANC1222	No	N/A
7	39153869	39154093	HACNS_559;ANC1223	No	N/A
7	39224504	39224736	HAR8	Yes	brain
7	41460313	41460567	ANC1224	No	N/A
7	42251391	42251651	ANC1225	Yes	limb
7	46383534	46383640	ANC1226	No	N/A
7	49242916	49243097	ANC1227	No	N/A
7	51880167	51880373	HACNS_184;ANC338	No	N/A
7	56806060	56806288	ANC1228	No	N/A
7	63410037	63410221	ANC1229	No	N/A
7	66019569	66019826	ANC1230	No	N/A
7	66288977	66289193	ANC64	No	N/A
7	67355635	67355778	ANC1231	No	N/A
7	67529267	67529437	HAR69	No	N/A
7	67801533	67801798	ANC339	No	N/A
7	67823411	67823532	ANC1232	No	N/A
7	69060726	69060883	BUSH08_56	Yes	other
7	69096279	69096379	ANC1233	Yes	limb
7	69326487	69326735	ANC1234;HACNS_369	Yes	brain
7	69547192	69547323	ANC1235	Yes	limb
7	69648019	69648177	HAR31	Yes	brain;neural_tube
7	69901775	69902226	ANC1236	Yes	other
7	70017615	70017729	HACNS_174	Yes	other
7	89444992	89445294	ANC341;HACNS_819	No	N/A
7	90044928	90044955	2xHAR.406	No	N/A
7	90755764	90756159	ANC342	Yes	brain;neural_tube
7	91033617	91033763	HAR113	No	N/A
7	91458027	91458136	HACNS_153	No	N/A
7	92875117	92875340	ANC1238;HACNS_311	Yes	other
7	95531555	95531933	ANC1239	No	N/A
7	95985851	95986174	ANC1240	No	N/A
7	96538634	96538944	HACNS_906	No	N/A
7	96616951	96617275	ANC124;HACNS_485	Yes	other
7	96617919	96618273	HACNS_913	Yes	brain;neural_tube
7	101249296	101249680	HACNS_426	Yes	brain
7	104415165	104415359	ANC326;HACNS_647	No	N/A
7	105601390	105601571	ANC1194	No	N/A
7	106642661	106642870	HACNS_14	No	N/A
7	109344497	109344683	HACNS_904	No	N/A
7	109504819	109505065	ANC1195;HACNS_603	Yes	brain
7	109612365	109612482	HACNS_861	No	N/A
7	110746947	110747170	HAR124	No	N/A
7	111611373	111611496	ANC1196	No	N/A
7	113704518	113704644	HACNS_750	No	N/A
7	113977635	113978226	ANC1197	No	N/A
7	113985642	113985835	HACNS_506	Yes	limb
7	113986292	113986523	ANC1198	No	N/A
7	114129124	114129152	2xHAR.502	No	N/A
7	114194320	114194479	HAR170	Yes	other
7	114412643	114412965	HACNS_169	No	N/A
7	114926744	114927586	ANC1199	No	N/A
7	115113707	115114476	ANC1200	Yes	other
7	115341282	115341359	HACNS_782	Yes	other
7	115369317	115369546	HACNS_35;2xHAR.57	Yes	brain
7	115417036	115417294	HACNS_48	No	N/A
7	116926556	116926739	BUSH08_57;ANC329;2xHAR.429	No	N/A
7	120276407	120276662	ANC1201;2xHAR.161	No	N/A
7	121968789	121969068	HAR143	Yes	brain;neural_tube
7	124667185	124667211	2xHAR.444	No	N/A
7	125832213	125832511	ANC1202	No	N/A
7	126631419	126631587	HACNS_949	No	N/A
7	126697620	126697881	ANC330	No	N/A
7	126714345	126714541	HACNS_826	No	N/A
7	127339706	127339841	HACNS_869	No	N/A
7	127434319	127434342	2xHAR.485	No	N/A
7	128172311	128172496	ANC428	Yes	heart
7	132099657	132100019	HACNS_739	No	N/A
7	133463623	133464101	ANC1203	No	N/A
7	134380108	134380328	2xHAR.24;ANC122	Yes	limb
7	134962012	134962161	ANC331	No	N/A
7	135841753	135841971	ANC332	No	N/A
7	137807190	137807503	ANC62	No	N/A
7	137982818	137983233	ANC333	No	N/A
7	138088426	138088739	ANC1205	No	N/A
7	140891069	140891269	ANC1206	No	N/A
7	144471279	144471640	ANC334	No	N/A
7	144873995	144874042	2xHAR.143	No	N/A
7	145657203	145657364	ANC1207	No	N/A
7	145912065	145912260	HACNS_116	No	N/A
7	145987537	145987645	HACNS_97	No	N/A
7	146117420	146117443	2xHAR.395	No	N/A
7	146351155	146351501	HACNS_884	Yes	brain;neural_tube
7	147213291	147213580	ANC1208	No	N/A
7	147556210	147556510	HACNS_590	No	N/A
7	147575811	147576010	ANC1209	No	N/A
7	147870488	147870997	HACNS_954	Yes	other
7	151826040	151826285	ANC63	No	N/A
7	152628983	152629094	ANC1211	No	N/A
7	154809926	154810265	HACNS_248;2xHAR.449	No	N/A
8	861273	861471	ANC349	No	N/A
8	3555688	3555982	ANC140	No	N/A
8	4019670	4019710	2xHAR.85	No	N/A
8	4938969	4939185	HACNS_940	No	N/A
8	5217725	5217859	ANC1269	No	N/A
8	9061937	9062235	ANC1282	No	N/A
8	10297878	10298011	ANC1242	No	N/A
8	13008025	13008319	ANC125	Yes	limb
8	13025968	13026093	HACNS_701	No	N/A
8	14356828	14357095	ANC1256	No	N/A
8	14386849	14387014	ANC1257	No	N/A
8	15095428	15095812	ANC1258	No	N/A
8	15669441	15669696	ANC126	No	N/A
8	16336227	16336345	HACNS_963	No	N/A
8	17475091	17475249	HACNS_594	No	N/A
8	18579571	18579807	ANC1259	No	N/A
8	19706591	19706976	ANC127	No	N/A
8	20419166	20419611	ANC1260	No	N/A
8	20676818	20677049	ANC345;HACNS_465	Yes	brain;neural_tube
8	20834854	20834988	HAR93	No	N/A
8	20939406	20939523	ANC1261	No	N/A
8	26776127	26776411	ANC1262	No	N/A
8	28165814	28165966	HACNS_599	Yes	brain;limb;neural_tube
8	30642538	30643078	ANC408	No	N/A
8	33662392	33662411	2xHAR.247	Yes	brain
8	34031426	34031704	HACNS_492;ANC1263	No	N/A
8	34083802	34084466	ANC1264	No	N/A
8	34139244	34139633	HACNS_435	No	N/A
8	35040807	35040868	2xHAR.496	Yes	brain
8	35383311	35383544	ANC1265	No	N/A
8	35474900	35474924	2xHAR.473	Yes	brain
8	35523890	35524154	HACNS_793	No	N/A
8	37018250	37018344	2xHAR.426	Yes	brain
8	37073056	37073082	2xHAR.331	No	N/A
8	37155806	37156063	HAR198	No	N/A
8	37211257	37211611	ANC1266	No	N/A
8	38238170	38238202	2xHAR.15	Yes	brain
8	40685729	40685980	ANC1267	No	N/A
8	40758546	40758744	HACNS_709	Yes	other
8	47502953	47503058	ANC409	No	N/A
8	48460292	48460487	ANC1268	No	N/A
8	51499211	51499804	ANC410	No	N/A
8	51708968	51709145	HACNS_545	No	N/A
8	52457694	52457858	ANC346	No	N/A
8	56441661	56441794	HACNS_943	Yes	other
8	59232133	59232318	ANC1270	No	N/A
8	59768685	59768827	ANC1271	Yes	limb
8	60426141	60426435	HACNS_272	No	N/A
8	63734637	63734807	HACNS_235;2xHAR.307	No	N/A
8	64085099	64085527	ANC1272	No	N/A
8	64616628	64617101	HACNS_423	Yes	other
8	64984621	64984975	ANC347;2xHAR.481	No	N/A
8	65858779	65859320	ANC67	No	N/A
8	65939047	65939291	ANC128;2xHAR.74	No	N/A
8	65963885	65964114	ANC1273	No	N/A
8	66242492	66242795	HACNS_692;HAR174	No	N/A
8	67304344	67304490	HACNS_788	No	N/A
8	68097493	68097883	ANC1274	No	N/A
8	71021977	71022973	ANC348	No	N/A
8	72361341	72361464	ANC1275	No	N/A
8	72637554	72637748	HACNS_882	No	N/A
8	73276420	73276697	HACNS_897	No	N/A
8	77262002	77262256	ANC1276	Yes	brain
8	77282838	77283178	ANC1277	No	N/A
8	77498959	77499392	ANC1278	No	N/A
8	77597057	77597792	2xHAR.547	Yes	brain;neural_tube
8	77946438	77946870	HACNS_100	Yes	other
8	78932045	78932220	ANC1279	No	N/A
8	79044784	79045323	HACNS_252	Yes	limb
8	81724496	81724679	ANC1280	No	N/A
8	82641250	82641581	2xHAR.353	No	N/A
8	82872981	82873197	ANC1281	No	N/A
8	82882532	82882618	2xHAR.418	No	N/A
8	82985773	82985893	HACNS_419	No	N/A
8	85298285	85298483	HACNS_422	No	N/A
8	90629428	90629460	2xHAR.396	No	N/A
8	90644442	90644748	ANC350	No	N/A
8	92543487	92543632	HAR128	Yes	limb
8	92825140	92825701	HACNS_126;HAR118	Yes	other
8	93551968	93552115	ANC1283	Yes	limb
8	94299640	94300117	HACNS_561	No	N/A
8	94319983	94320356	HACNS_335	No	N/A
8	100388239	100388456	ANC1241	No	N/A
8	100792475	100792521	2xHAR.224	No	N/A
8	100886315	100886546	HACNS_681	Yes	other
8	103573034	103573075	2xHAR.221	No	N/A
8	103971082	103971135	2xHAR.448	No	N/A
8	105365587	105365852	HACNS_103	Yes	limb
8	105825369	105825696	ANC1243	Yes	other
8	106234561	106234778	ANC343	No	N/A
8	106376513	106376659	ANC1244	Yes	other
8	108216550	108216935	HACNS_54	No	N/A
8	108386195	108386440	ANC1245	No	N/A
8	113638874	113638950	2xHAR.311	No	N/A
8	113750078	113750112	2xHAR.549	No	N/A
8	114878023	114878220	HACNS_476	No	N/A
8	115118463	115118491	2xHAR.96	No	N/A
8	116420458	116420477	2xHAR.366	No	N/A
8	116717359	116717580	HACNS_428;ANC1246;2xHAR.398	No	N/A
8	116791668	116791828	HAR156	Yes	limb
8	117022456	117022815	ANC1247	No	N/A
8	117035503	117035812	ANC1248	No	N/A
8	117356638	117357052	ANC344	Yes	limb
8	117487847	117487863	2xHAR.129	No	N/A
8	117528081	117528361	HACNS_43	No	N/A
8	118214475	118214629	ANC1249	No	N/A
8	118919804	118919827	2xHAR.263	No	N/A
8	121641683	121641859	HACNS_667	No	N/A
8	122796775	122797067	HACNS_805	No	N/A
8	123171497	123171668	HACNS_945	No	N/A
8	126888791	126888985	HACNS_210;ANC1250	No	N/A
8	127061306	127061493	ANC1251	No	N/A
8	129284528	129284725	ANC1252	Yes	other
8	129614939	129614953	2xHAR.29	No	N/A
8	130525927	130526183	HACNS_469	Yes	brain;limb
8	130697926	130698161	HACNS_53	Yes	heart;limb
8	132658832	132658986	ANC1253	No	N/A
8	133811260	133811438	HAR161	No	N/A
8	136628657	136628922	HACNS_816;ANC1254	No	N/A
8	138215259	138215581	HACNS_729	No	N/A
8	138551411	138551506	HACNS_322	No	N/A
8	142470088	142470545	ANC1255	No	N/A
8	142963680	142963814	HACNS_356	No	N/A
8	144561607	144562054	HACNS_71	No	N/A
9	1045539	1045584	2xHAR.28	Yes	limb
9	1201875	1202104	ANC129;HACNS_77	No	N/A
9	1414854	1414979	2xHAR.259	No	N/A
9	2050744	2051141	HACNS_521;2xHAR.144	No	N/A
9	2621394	2621609	ANC1301;2xHAR.152	Yes	brain;neural_tube
9	3268156	3268468	ANC1305	No	N/A
9	3646860	3647143	HACNS_377	No	N/A
9	3650582	3650615	2xHAR.302	No	N/A
9	3856422	3856797	HACNS_532	Yes	brain;limb
9	3886993	3887653	ANC412;HACNS_151	Yes	brain
9	3941838	3942210	ANC131	Yes	other
9	3957230	3957374	ANC362	Yes	brain
9	4214126	4214346	ANC1308	No	N/A
9	7659795	7660032	ANC1314	No	N/A
9	7689772	7689991	HACNS_93	Yes	brain;neural_tube
9	7775372	7775392	2xHAR.242	No	N/A
9	8160478	8160724	HACNS_3;2xHAR.136	No	N/A
9	8182439	8182517	2xHAR.359	No	N/A
9	8284910	8285048	ANC1316	Yes	other
9	8532063	8532343	ANC1318	Yes	other
9	8784039	8784297	HACNS_300	Yes	other
9	8896129	8896361	ANC1319	Yes	brain
9	9064505	9064559	2xHAR.185	No	N/A
9	9641110	9641282	2xHAR.554	Yes	other
9	10456112	10456231	ANC1285	No	N/A
9	10542241	10542390	HACNS_675	No	N/A
9	10575944	10576299	HACNS_339	No	N/A
9	10917137	10917585	ANC1287	No	N/A
9	11704666	11704754	HACNS_209	No	N/A
9	11708968	11709233	HACNS_86	No	N/A
9	13407081	13407191	ANC1294	Yes	other
9	13506848	13507044	HACNS_792	No	N/A
9	13751079	13751218	HAR34	Yes	brain
9	13755747	13756162	2xHAR.19	Yes	other
9	13829440	13829454	2xHAR.172	No	N/A
9	13895966	13896235	ANC354	No	N/A
9	14292865	14292966	2xHAR.463	Yes	other
9	14325359	14325644	HACNS_349	Yes	brain
9	14789363	14789438	BUSH08_58;2xHAR.54	No	N/A
9	15035773	15035967	ANC56	No	N/A
9	16016783	16016884	HAR82	No	N/A
9	16064726	16065277	2xHAR.509	Yes	other
9	16138954	16138978	2xHAR.163	Yes	limb
9	16195662	16196102	HACNS_109	No	N/A
9	16286112	16286149	2xHAR.535	No	N/A
9	16585371	16585731	ANC355	Yes	other
9	16626841	16627182	HACNS_865	Yes	brain;limb;neural_tube
9	16654715	16655148	ANC1295	Yes	neural_tube
9	16679328	16679850	ANC356	Yes	limb;neural_tube
9	16708803	16709051	2xHAR.101	Yes	brain;neural_tube
9	16717946	16718304	HACNS_556;ANC411;BUSH08_59;2xHAR.156	Yes	limb
9	16910554	16911030	HACNS_402	No	N/A
9	18331776	18332178	ANC1296	Yes	other
9	18448142	18448380	HACNS_128	No	N/A
9	18496728	18497018	HACNS_566	No	N/A
9	19943491	19943506	2xHAR.145	Yes	other
9	20804547	20804808	HACNS_190;HAR55	Yes	other
9	23139978	23140373	HACNS_388	No	N/A
9	23728809	23728917	HACNS_980	No	N/A
9	24059722	24059994	ANC1297	No	N/A
9	24108899	24109081	HACNS_541	No	N/A
9	24114296	24114464	ANC1298;HACNS_591	No	N/A
9	24260234	24260534	HACNS_418	No	N/A
9	24354034	24354417	HACNS_574	No	N/A
9	24451492	24451666	HAR109	No	N/A
9	24545829	24545852	2xHAR.69	No	N/A
9	24884935	24885058	ANC1299	No	N/A
9	25134361	25134746	ANC1300	Yes	brain
9	25376055	25376354	HACNS_409	No	N/A
9	25781899	25782093	ANC357	No	N/A
9	25934887	25935133	ANC141;2xHAR.410	No	N/A
9	26044028	26044282	ANC358	No	N/A
9	26210531	26210896	ANC1302	Yes	other
9	26219938	26220248	ANC359;HACNS_636	No	N/A
9	26749665	26750011	HACNS_523	No	N/A
9	26759800	26760182	ANC1303	No	N/A
9	28006046	28006286	ANC130	Yes	other
9	28517000	28517185	ANC360	No	N/A
9	28859287	28859349	2xHAR.534	No	N/A
9	32045487	32045707	ANC1304	No	N/A
9	32296553	32296824	HACNS_578	No	N/A
9	32836568	32836669	ANC1306	No	N/A
9	35943570	35943798	ANC361	No	N/A
9	36741023	36741072	2xHAR.86	Yes	other
9	36759848	36760096	ANC1307	Yes	other
9	37712082	37712100	2xHAR.196	No	N/A
9	42006318	42006468	ANC1309	No	N/A
9	44389169	44389319	ANC1310	No	N/A
9	69561424	69561574	ANC1311	No	N/A
9	73861516	73861877	ANC15;HACNS_36	No	N/A
9	75856002	75856293	ANC1312;HACNS_357	Yes	other
9	76819184	76819654	ANC1313	No	N/A
9	77992869	77993298	HACNS_520	Yes	brain;neural_tube
9	78750711	78750903	HACNS_142;ANC363	Yes	limb
9	78873549	78873727	HACNS_609	No	N/A
9	80454869	80454997	HACNS_324	No	N/A
9	80976369	80976502	HACNS_266	No	N/A
9	81064629	81064828	HACNS_241	Yes	other
9	81090867	81091041	HACNS_730	No	N/A
9	81483566	81484142	HACNS_455;ANC65;HAR52	No	N/A
9	81790976	81791163	HAR132	No	N/A
9	82517647	82518323	ANC1315	Yes	other
9	82551090	82551543	HAR184	Yes	other
9	82691252	82691732	HACNS_551	Yes	other
9	83167985	83168225	HACNS_971	Yes	limb
9	86440378	86440518	ANC364	No	N/A
9	86751140	86751370	ANC1317	No	N/A
9	98422022	98422207	HACNS_231	No	N/A
9	101759356	101759370	2xHAR.343	No	N/A
9	101850712	101851036	HACNS_413;ANC365	No	N/A
9	104588928	104589057	2xHAR.253	No	N/A
9	104629652	104630035	HACNS_424	No	N/A
9	104920319	104920454	ANC1284	No	N/A
9	106347236	106347417	HACNS_458	No	N/A
9	109193539	109193575	2xHAR.102	No	N/A
9	109346097	109346264	HACNS_724	No	N/A
9	109378256	109378583	HAR191	Yes	brain
9	109652908	109653098	HACNS_581	No	N/A
9	110417847	110418086	HACNS_802	No	N/A
9	110726092	110726326	ANC1286	No	N/A
9	113372575	113372866	HACNS_348	No	N/A
9	116559803	116560015	HACNS_919	No	N/A
9	117803590	117803608	2xHAR.273	No	N/A
9	118361272	118361411	HACNS_397	No	N/A
9	118420757	118420951	ANC1288	No	N/A
9	118985467	118985908	ANC351	No	N/A
9	119122402	119122449	2xHAR.362	No	N/A
9	119196976	119197180	HACNS_242	No	N/A
9	120295878	120296086	HACNS_720	No	N/A
9	121084020	121084397	ANC1289	No	N/A
9	122845389	122845635	HACNS_360	No	N/A
9	122920917	122920936	2xHAR.278	No	N/A
9	122990748	122990883	HACNS_857	No	N/A
9	123465457	123465473	2xHAR.219	No	N/A
9	126448314	126448334	2xHAR.283	Yes	limb
9	126758301	126758661	ANC352	Yes	other
9	127743488	127743874	ANC353	No	N/A
9	128685134	128685312	HACNS_229;HAR64	Yes	other
9	128754657	128754813	ANC1290	No	N/A
9	128906852	128907165	ANC1291	No	N/A
9	129126378	129126394	2xHAR.297	No	N/A
9	134840659	134840944	ANC1292	Yes	brain;neural_tube
9	135745530	135745994	ANC1293	No	N/A
10	234977	235121	ANC38	No	N/A
10	1709764	1709899	ANC513	No	N/A
10	2117487	2117687	ANC515	No	N/A
10	6772058	6772220	ANC519	No	N/A
10	6899801	6899948	ANC521	No	N/A
10	6930626	6930779	ANC523	No	N/A
10	7114637	7114789	ANC388	No	N/A
10	7261978	7262269	HACNS_986	No	N/A
10	7362173	7362240	2xHAR.215	No	N/A
10	8091639	8091666	2xHAR.388	Yes	brain;neural_tube
10	8164895	8165324	ANC528	No	N/A
10	8401953	8402142	HACNS_889	No	N/A
10	8546534	8547054	BUSH08_7;ANC178;2xHAR.132	Yes	other
10	8576147	8576521	ANC58;BUSH08_8;2xHAR.79	Yes	other
10	9241847	9242596	HACNS_198;2xHAR.27;HAR142	No	N/A
10	10085012	10085245	ANC500	No	N/A
10	10372661	10372817	HACNS_542	No	N/A
10	10474238	10474501	HACNS_306;HAR22	Yes	other
10	10886858	10887143	ANC170	No	N/A
10	11077670	11078049	HACNS_507;2xHAR.471	Yes	other
10	14144812	14144979	HACNS_25	Yes	brain;neural_tube
10	14233546	14233781	ANC512	Yes	other
10	14765321	14765670	ANC134	No	N/A
10	16500290	16500611	HACNS_987;2xHAR.329	No	N/A
10	16654584	16654741	HAR201	No	N/A
10	16705307	16705524	HACNS_261;BUSH08_9	No	N/A
10	17560564	17560822	ANC135;2xHAR.80	No	N/A
10	20999099	20999307	ANC514	No	N/A
10	21757708	21758350	ANC79	No	N/A
10	24250053	24250096	2xHAR.175	No	N/A
10	24783377	24783394	2xHAR.174	No	N/A
10	25017474	25017627	HACNS_449	No	N/A
10	30650018	30650246	ANC387	No	N/A
10	33321794	33321974	HACNS_637	No	N/A
10	34217609	34217783	HACNS_148;ANC174	No	N/A
10	36238420	36239039	ANC516	Yes	brain
10	38475482	38475729	ANC175	No	N/A
10	45586399	45586527	ANC176	No	N/A
10	51117657	51118044	ANC517	No	N/A
10	63097900	63098298	HACNS_583	No	N/A
10	64142575	64142747	HACNS_154;ANC518	No	N/A
10	68947956	68948176	ANC520	No	N/A
10	69216076	69216302	HACNS_941	No	N/A
10	70013312	70013568	ANC522	No	N/A
10	73409021	73409144	HACNS_224	No	N/A
10	75208690	75208798	ANC524	No	N/A
10	77185788	77185984	ANC525	No	N/A
10	77438166	77438608	HACNS_617;ANC526	No	N/A
10	77483346	77484229	ANC527	Yes	other
10	77549472	77549614	HACNS_804	Yes	other
10	77781106	77781470	ANC177	No	N/A
10	77814087	77814528	HACNS_670	No	N/A
10	80334147	80334450	HACNS_480	No	N/A
10	80423645	80423734	BUSH08_10	No	N/A
10	83951776	83952132	HACNS_463	No	N/A
10	87306056	87306283	ANC179	No	N/A
10	87769069	87769278	HACNS_843	No	N/A
10	92401913	92402099	ANC529	No	N/A
10	94549772	94549905	HACNS_342	No	N/A
10	95102739	95102959	HACNS_953	No	N/A
10	97948774	97949551	ANC530	No	N/A
10	98273748	98273843	2xHAR.360	Yes	brain;heart;neural_tube
10	98381190	98381361	ANC531	No	N/A
10	100605545	100605708	HACNS_781	No	N/A
10	103726653	103726764	ANC501;2xHAR.511	No	N/A
10	106334209	106334741	HACNS_309	No	N/A
10	106742088	106742276	HACNS_203	No	N/A
10	106881888	106881943	2xHAR.323	Yes	other
